table_name,comments
WELL_TUBULAR,WELL TUBULAR: The Well Tubular table contains information on the tubulars for the well. The tubulars can be tubing
WELL_TREATMENT,WELL TREATMENT: The Well Treatment table contains information describing the stimulation treatment performed during the life of the well.  Common types of treatment include hydraulic fracturing and the acidizing jobs.  A wellbore may havemany treatment operations
WELL_TEST_STRAT_UNIT,WELL TEST FORMATION: This table describes the well test overlap formations.
WELL_TEST_SHUTOFF,WELL TEST SHUTOFF: The Well Test Shutoff table contains information describing the type of shutoff method used to shut off perforated or openhole intervals.  This data should reflect those intervals that are shut off at the time the well u  nit is completed.
WELL_TEST_REMARK,WELL TEST REMARK: The Well Test Remark table consists of additional descriptive comments about the well test
WELL_TEST_RECOVERY,WELL TEST RECOVERY: The Well Test Recovery table contains information about the fluids recovered from the drill pipe as result of running a well test.
WELL_TEST_RECORDER,WELL TEST RECORDER: The Well Test Recorder table contains computed analysis gauge information obtained from gauge reports
WELL_TEST_PRESS_MEAS,WELL TEST INCREMENT: The Well Test Increment table contains information unique to each well test time increment. It provides the increment pressure
WELL_TEST_PRESSURE,WELL TEST PRESSURE: The Well Test Pressure table contains information related to a unique observation associated with a pressure for each well test period. Pressure surveys are recorded from one or more pressure gauges used in a well test.
WELL_TEST_PERIOD,WELL TEST PERIOD: The Well Test Period table contains information about the individual
WELL_TEST_MUD,WELL TEST MUD: The Well Test Mud table contains information on the physical
WELL_TEST_FLOW_MEAS,WELL TEST FLOW RATE: The Well Test Flow Rate table provides information unique to each flow rate conducted for a well test such as surface choke diameter
WELL_TEST_FLOW,WELL TEST FLOW: The Well Test Flow table provides information about the flow of material recovered at the surface. It also describes pressure associated with surface recoveries during each well test period.
WELL_TEST_EQUIPMENT,WELL TEST EQUIPMENT: The Well Test Equipment table contains descriptive information about the specific tools used to perform a well test.  Included are the type of tool used (EQPT_TYPE) and the specific feature of that tool (e.g.
WELL_TEST_CUSHION,WELL TEST CUSHION: The Well Test Cushion table records descriptive information about the type and amount of cushion used during a drill stem test to buffer the formation being tested from the effects of radical pressure change.
WELL_TEST_CONTAMINANT,WELL TEST CONTAMINANT: The Well Test Contaminant table contains information pertaining to the type of contaminant encountered during a well test
WELL_TEST_COMPUT_ANAL,WELL TEST COMPUTED ANALYSIS: The Well Test Computed Analysis table contains computed analysis information obtained from testing laboratories (e.g.
WELL_TEST_ANALYSIS,WELL TEST ANAYSIS: The Well Test Analysis table contains descriptive information pertaining to an analysis which has been conducted on fluids recovered during a well test.  A wealth of information may be obtained through a well test analys  is such as GOR (the ratio of gas to oil)
WELL_TEST,WELL TEST: The Well Test table contains descriptive information concerning a test date
WELL_SUPPORT_FACILITY,WELL SUPPORT FACILITY:  Use this table to associate wells with the support facilities used during construction and operations.  Common uses include details about RIGS used during construction or recompletion
WELL_STATUS,WELL STATUS: The Well Status table contains an historical account of the operating status of the wellbore. Described is the actual status of the wellbore on a specific date. The information may include the dates when the well was completed
WELL_SIEVE_SCREEN,WELL SIEVE SCREEN: The Well Sieve Screen table contains information relating to the sieve screen mesh size. This apparatus is used to separate soil or sedimentary material according to the size of its particles: it is usually made of brasswith a wire-mesh cloth
WELL_SIEVE_ANALYSIS,WELL SIEVE ANALYSIS: The Well Sieve Analysis table contains information identifying a specific location in a wellbore where samples for a sieve analysis were obtained.  A sieve analysis determines the particle-size distribution in soil
WELL_SHOW_REMARK,WELL SHOW REMARK:contains narrative remarks about the well show.
WELL_SHOW,WELL SHOW: The Well Show table contains information about the appearance of oil and/or gas obtained from a sample type (e.g.
WELL_REMARK,WELL REMARK: The Well Remark table contains additional information pertaining to a specific event within the wellbore. Remarks contained in this table may also refer to information regarding formation and stratigraphic interval referencedby remarks.
WELL_PRESSURE_BH,WELL BOTTOM HOLE PRESSURE: The Well Bottom Hole Pressure table contains information pertaining to the reservoir or formation pressure at the bottom of the hole.  If measured under flowing conditions
WELL_PRESSURE_AOF_4PT,WELL PRESSURE AOF 4 POINT: The Well Pressure 4 Point table contains fl ow rate and pressure information pertaining to various changes of choke size during a four point test. Each point corresponds to a change in the choke size. This data i  s obtained during production tests.
WELL_PRESSURE_AOF,WELL ABSOLUTE OPEN FLOW PRESSURE: The Well Absolute Open Flow Pressure table contains absolute open flow well pressure information pertaining to the production of oil or gas under wide-open conditions (the flow of production from a well wi  thout any restrictions on the rate of flow).
WELL_PRESSURE,WELL PRESSURE: The Well Pressure table contains summary information about pressure tests  performed on gas wells.  The pressure tests may be 4 point
WELL_POROUS_INTERVAL,WELL POROUS INTERVAL: The Well Porous Interval table describes information about the type
WELL_PLUGBACK,WELL PLUGBACK: The Well Plugback table contains information pertaining to a well plug back (e.g.
WELL_PERMIT_TYPE,REFERENCE WELL PERMIT TYPE:  the type of permit that has been issued for the well
WELL_PERF_REMARK,WELL PERFORATION REMARK:contains narrative remarks about the well perforation.
WELL_PERFORATION,WELL PERFORATION:  The Well Perforations tables contains detailed about the perforation activity performed on a well.  This is the puncturing of a casing or liner which allows passage of fluid. A well completion may contain many well perfo  ration.
WELL_PAYZONE,WELL PAYZONE: The Well Payzone table contains information on the pay of producing zones in the well.  Described is the thickness of net pay and gross pay zones within an interval of the wellbore. The top and bottom depth define the positio  n of the pay interval within the wellbore.
WELL_NODE_VERSION,WELL NODE VERSION: Carries all the different coordinate values associated with a well point projected to the surface of the Earth.  NODE VERSION:  a version of a location for a position which must  be kept permanently.
WELL_NODE_STRAT_UNIT,WELL NODE STRATIGRAPHIC UNIT:  Using survey data gathered during drilling (MWD)
WELL_NODE_M_B,NODE METES AND BOUNDS: The Node Metes and Bounds table contains information about the metes and bounds method of describing the boundary of a tract of land. Lengths and bearings are often referenced to a local
WELL_NODE_GEOMETRY,WELL NODE GEOMETRY:  This table provides a method for spatially enablling well node descriptions through association with appropriate geometries in a spatial engine such as SDE.
WELL_NODE_AREA,WELL NODE AREA:  this table tracks the relationships between well nodes and all areas that they intersect with.  These areas may be formal geopolitical areas
WELL_NODE,NODE:  a position for which a location must be permanently tracked.  WELL NODE: Definition of a well point projected to the Earths surface with its selected coordinate value.  SURFACE WELL NODE:  a surface well position which must be keptpermanently.  SUBSURFACE WELL NODE:  A subsurface wll location
WELL_MUD_SAMPLE,WELL MUD SAMPLE: The Mud Sample table contains information on the physical
WELL_MUD_RESISTIVITY,WELL MUD RESISTIVITY: The Mud Resistivity table contains information pertaining to the resistivity found in mud
WELL_MUD_PROPERTY,WELL MUD PROPERTY:  Use this table to describe the properties of well mud
WELL_MISC_DATA,WELL MISCELLANEOUS DATA:  Use this vertical table to capture information about a well that is not managed by other tables or columns in the model.  Check with PPDM experts before using this column
WELL_LOG_TRIP_REMARK,WELL LOG TRIP REMARK:  This table contains narrative or descriptive remarks about a well log trip.
WELL_LOG_TRIP,WELL LOG TRIP: A Trip encompasses all of the activities performed by a Business Entity (generally a Service Company)
WELL_LOG_REMARK,WELL LOG  REMARK:  Use this table to capture narrative comments about a well log.
WELL_LOG_PASS,WELL LOG PASS:  Pass - A Pass is any continuous recording of sensor readings for the logging instruments within a Trip. A Pass begins when data recording is started and ends when data recording is stopped.  For depth based data acquisition
WELL_LOG_PARM_CLASS,WELL LOG PARAMETER CLASS:  Classifications for well log parameters
WELL_LOG_PARM_ARRAY,WELL LOG PARAMETER ARRAY:  Array parameters have become more prevalent with the advent of DLIS. These most often occur in logging tool or processing related parameters. An array of weighting values used in a digital filtering may be a reasonable example.  Itwould have a single name
WELL_LOG_PARM,WELL LOG PARAMETER:  Use this table to track the parameters of the well log
WELL_LOG_JOB,WELL LOG JOB: A Job encompasses all of the activities performed by a Business Entity (generally a Service Company)
WELL_LOG_DICT_PROC,DICTIONARY WELL LOG PROCESSES:  this table contains a list of all the  processes that can be applied to a curve by the logging company
WELL_LOG_DICT_PARM_VAL,WELL LOG PARAMETER VALUE:  this table may be used to store recommended values for certain parameters as provided by the creators of a dictionary.  For example
WELL_LOG_DICT_PARM_CLS,WELL LOG DICTIONARY PARAMETER CLASS:  indicates which dictionaries a parameter classification belongs to.
WELL_LOG_DICT_PARM,WELL LOG DICTIONARY PARAMETERS:  A list of parameters that are used in a particular dictionary.
WELL_LOG_DICT_CURVE,WELL LOG DICTIONARY CURVE:  A list of the curves that are generally available from a logging contractor
WELL_LOG_DICT_CRV_CLS,WELL LOG DICTIONARY CURVE CLASS:  This table provides classification for well  curve types defined in a dictionary.  Each curve may belong to one or more classes.
WELL_LOG_DICT_BA,WELL LOG DICTIONARY BUSINESS ASSOCIATE:  This table is used to list the companies that use a well log dictionary over a period of time.
WELL_LOG_DICT_ALIAS,WELL LOG DICTIONARY ALIAS:  all names
WELL_LOG_DICTIONARY,WELL LOG DICTIONARY:  The dictionary contains a set of curve names
WELL_LOG_DGTZ_CURVE,WELL LOG DIGIT CURVE: The Well Log Digit Curve table records the digital information associated with each individual well log curve or trace.
